pH,Turbidity,Total Phosphorus (TP),Specific Conductance (Field),Water Temperature (Field),Total Suspended Solids (TSS),Nitrate (NO3-N),Ammonia (NH3-N),True Color,Total Organic Carbon (TOC),Total Dissolved Phosphorus (TDP),NOx (Calculated),Nitrite (NO2-N),Sulphate (SO4),Total Alkalinity,Chloride (Cl),Potassium (K)(Dissolved),Sodium (Na)(Dissolved),Magnesium (Mg)(Dissolved),Calcium (Ca)(Dissolved),Sodium Adsorption Ratio (SAR)(Calculated),Dissolved Oxygen (Field),Total Kjeldahl Nitrogen (TKN),Hardness,Fluoride (F),contaminated
8.3,0.26,0.002,355.3,-0.1,2.0,0.229,0.05,2.0,0.7,0.001,0.232,0.005,32.6,155.0,0.7,0.6,2.9,14.9,48.7,0.52,12.57,0.1,183.0,0.1,0
8.2,0.78,0.003,361.4,0.5,2.0,0.138,0.05,2.0,0.5,0.002,0.14,0.005,51.2,136.0,1.9,0.5,2.2,15.2,50.3,0.39,13.33,0.1,188.0,0.15,0
8.0,3.04,0.046,396.5,0.7,7.9,1.3,0.26,3.6,1.3,0.017,1.331,0.031,55.0,142.4,18.0,2.0,14.0,16.0,51.0,2.42,14.2,1.075,198.0,0.2,1
8.4,8.18,0.011,343.1,9.0,5.8,0.139,0.05,3.3,1.4,0.001,0.139,0.003,43.0,135.7,3.5,0.7,3.6,15.0,49.7,0.63,9.93,0.42,171.0,0.15,0
8.3,0.17,0.0056200000000000035,372.8,-0.024,2.0,0.312,0.05,2.0,0.6270000000000003,0.0049600000000000035,0.312,0.005,39.6,160.0,0.5,0.7,2.9,14.4,51.7,0.5,12.91,0.1,188.0,0.11,0
8.4,0.66,0.005,397.0,13.4,2.0,0.029,0.05,2.1,1.4,0.004,0.032,0.005,60.3,143.0,5.7,0.8,4.6,18.2,50.9,0.78,10.08,0.1,202.0,0.3,1
7.9,0.71,0.02,446.6,9.1,0.5,0.07,0.08,6.1,1.5,0.012,0.075,0.005,51.1,199.1,3.7,1.5,7.1,18.7,66.7,1.09,8.5,0.218,243.0,0.24,1
8.0,9.26,0.043,201.0,0.0,22.8,0.94,0.9,8.2,4.8,0.019,0.94,0.08,110.0,451.8,20.0,6.1,70.0,57.0,100.0,7.9,12.4,0.657,444.0,0.2366,1
8.4,3.76,0.004,343.0,12.5,4.1,0.06364000000000006,0.04759999999999996,7.0,2.6,0.002,0.06402000000000005,0.004910000000000004,42.00399999999998,145.95499999999998,8.410999999999996,1.0979999999999999,8.176000000000007,14.641999999999998,50.958,1.4304999999999994,9.369800000000001,0.21208999999999997,185.49,0.22040000000000007,1
8.5,1.8,0.004,309.9,8.9,3.6,0.057,0.02,1.0,0.9,0.002,0.057,0.002,37.0,124.4,2.0,0.5,2.3,12.8,44.1,0.43,10.9,0.06,157.0,0.08,1
8.257000000000003,43.4,0.049749999999999996,345.4580000000001,9.874819999999993,56.407999999999994,0.07674999999999998,0.06569999999999994,13.296999999999999,3.6,0.006960000000000004,0.07732999999999995,0.004948000000000004,22.133000000000003,183.83200000000005,17.226000000000003,2.698999999999998,19.185000000000002,17.142000000000003,51.98999999999999,3.2707999999999995,10.119999999999994,0.37125000000000014,198.17,0.11619999999999997,1
8.1,7.7,0.024,332.6,14.881,17.5,0.51,0.06,5.1,1.7,0.013,0.524,0.013,41.4,120.0,8.2,1.0,6.9,13.5,41.3,1.32,9.27,0.18,159.0,0.12,1
8.2,0.7,0.0030100000000000023,296.0,8.0,0.96,0.05499999999999997,0.02239999999999999,1.0,1.0344999999999993,0.0020700000000000015,0.05499999999999997,0.0025520000000000013,54.28999999999999,137.8,10.276999999999997,0.8639999999999998,7.436,16.621999999999993,53.527,1.2592999999999999,10.4309,0.13494000000000003,200.0,0.2520999999999999,0
8.2,1.42,0.003,338.7,0.6,0.5,0.1708,0.05,1.0,0.6,0.001,0.1708,0.003,50.0,141.2,2.7,0.52,2.4,15.0,48.0,0.43,14.52,0.1,194.0,0.16,0
8.2,0.93,0.003,386.6,-0.1,0.5,0.191,0.05,1.0,0.6,0.002,0.191,0.003,54.0,138.9,7.7,0.6,5.4,15.3,49.4,0.95,14.19,0.1,187.0,0.13,0
7.9,0.48,0.012,930.0,0.8,0.5,0.44,0.05,4.2,3.0,0.009,0.44,0.003,41.0,346.3,110.0,4.2,71.8,39.4,90.2,8.92,12.82,0.31,403.0,0.14,0
8.3,2.22,0.006,278.5,16.03,2.3719999999999994,0.0791,0.05,1.0,1.1,0.002,0.079,0.003,33.0,114.2,1.6,0.57,1.8,12.0,38.0,0.36,8.85,0.083,144.0,0.12,0
8.3,1.45,0.005,327.9,6.1,0.5,0.12,0.05,1.0,0.8,0.001,0.12,0.003,43.0,128.1,4.4,0.6,4.2,14.6,43.6,0.78,11.29,0.1,167.0,0.13,0
8.4,1.44,0.005,278.3,14.9,0.5,0.047,0.04,1.0,0.6,0.002,0.047,0.002,34.3,117.9,1.6,0.4,1.9,12.6,38.7,0.38,8.4,0.137,149.0,0.13,0
8.2,1.93,0.03,310.6,0.5,3.3,0.2539,0.05,1.0,0.8,0.006,0.2539,0.003,48.0,140.7,7.2,0.65,5.0,14.0,47.0,0.91,13.45,0.1,189.0,0.14,1
8.2,1.1,0.006,387.9,0.4,2.0,0.203,0.05,2.0,0.8,0.003,0.203,0.005,52.1,139.0,5.5,0.7,5.0,17.8,48.2,0.87,11.99,0.1,194.0,0.14,0
8.3,9.43,0.012,273.6,14.5,8.8,0.081,0.04,3.3,1.3,0.003,0.081,0.0044,26.1,122.1,1.8,0.5,2.1,10.9,38.0,0.42,11.2,0.092,146.0,0.11,0
8.4,10.0,0.034,551.0,0.5,14.6,0.04,0.05,26.0,6.7,0.013,0.042,0.005,20.6,199.0,49.8,4.0,35.1,19.0,52.5,5.87,14.35,0.45,209.0,0.12,0
8.5,1.6,0.005,286.399,15.646819999999993,2.0589999999999997,0.069,0.05,2.2,0.7,0.002,0.072,0.005,36.5,118.0,1.9,0.5,2.3,13.4,37.7,0.45,9.104499999999998,0.1,150.0,0.11,0
8.3,2.27,0.005,559.0,1.1,0.5,0.767,0.04,6.0,5.0,0.002,0.767,0.002,42.8,326.7,47.6,3.2,44.7,32.5,77.9,6.02,13.8,0.36,347.0,0.14,1
8.2,2.77,0.031,415.6,3.7,7.5,1.017,0.19,5.2,2.9,0.015,1.038,0.021,59.0,139.2,13.0,1.8,12.2,16.9,49.0,2.13,11.34,0.3,194.0,0.14,1
8.3,2.04,0.014,897.0,12.3,9.6,0.005,0.05,9.1,4.1,0.003,0.004920000000000003,0.003,53.0,251.7,110.0,4.7,70.1,31.4,69.9,9.85,10.54,0.4,305.0,0.15,1
8.4,2.01,0.004,279.2,11.9725,2.9,0.098,0.05,1.0,0.6,0.001,0.098,0.003,36.0,111.6,1.3,0.39,1.4,13.0,35.0,0.29,10.74,0.1,155.0,0.11,1
8.3,7.13,0.007,356.0,12.236960000000003,7.0,0.0739199999999999,0.024200000000000003,1.9,1.3140000000000007,0.002,0.0739899999999999,0.002510000000000002,52.049,147.94400000000005,10.586999999999998,1.0210000000000004,7.312999999999999,16.067000000000004,55.102000000000004,1.2412999999999998,9.306899999999999,0.14125999999999997,201.26,0.24849999999999997,0
7.8,0.43,0.003,468.0,0.9,0.9119999999999997,0.1339500000000002,0.02,1.0,0.9459999999999994,0.0020600000000000015,0.1340100000000002,0.004370000000000002,61.7,186.7,3.1,1.2,3.7,18.0,71.0,0.55,12.051600000000002,0.36,255.0,0.2961,0
8.3,1.22,0.003,294.4,11.2,0.5,0.069,0.04,2.7,0.9,0.001,0.069,0.002,36.0,118.7,1.7,0.5,2.3,13.0,40.0,0.45,9.6,0.084,154.0,0.08,1
8.3,0.69,0.007,392.0,3.5,2.0,0.1,0.05,2.4,1.0,0.004,0.107,0.007,65.1,139.0,1.3,0.5,2.2,15.5,49.7,0.3833,12.57,0.1,203.0,0.28,0
8.4,1.87,0.029,409.7,13.5,5.6,1.148,0.05,5.7,1.9,0.017,1.162,0.014,58.0,134.3,16.0,2.0,14.0,16.0,43.0,2.58,10.79,0.264,177.0,0.14,1
8.2,27.948000000000015,0.48,1050.0,12.6,53.0,0.6,0.9,73.96699999999998,15.787000000000003,0.3262799999999998,0.5994900000000007,0.09142000000000007,121.0,454.6,19.9,16.5,95.3,51.7,74.7,12.0,9.682299999999996,2.44,384.21,0.2569000000000001,1
8.3,6.5,0.019,981.0,0.04,5.9,0.934,0.05,9.3,3.3,0.008,0.934,0.005,118.0,388.0,35.4,4.7,55.2,49.9,77.9,6.9,11.63,0.36,400.0,0.19,1
8.0,0.53,0.002,364.80500000000006,-0.1,0.5,0.231,0.05,1.0,0.6,0.001,0.231,0.003,83.0,167.0,2.3,0.6,3.2,18.4,66.1,0.49,11.29,0.1,246.0,0.28,0
8.2,1.32,0.003,406.4,11.2,3.2,0.089,0.04,6.4,1.1,0.002,0.089,0.002,57.2,165.4,2.8,0.9,3.5,17.1,60.5,0.56,9.4,0.11,223.0,0.33,1
8.8,13.848699999999994,0.24,1190.0,20.5,18.0,1.0,0.5,47.535999999999966,16.821,0.15129,1.0012499999999995,0.03351399999999999,135.7,418.0,45.8,8.4,161.3,47.7,42.2,24.1,8.112200000000001,1.9209299999999998,311.24,0.2072000000000001,1
8.2,1.07,0.002,416.0,0.0,1.1,0.109,0.02,1.0,0.4,0.002,0.109,0.002,74.41399999999997,153.83999999999992,28.096,1.2099999999999997,18.15299999999999,18.800000000000004,59.179,2.9219,12.1,0.14681000000000005,228.21,0.27140000000000025,0
8.3,0.57,0.007,367.69199999999984,13.822120000000005,2.0,0.026,0.05,3.3,1.6,0.003,0.026,0.005,53.2,141.0,3.5,0.7,3.3,16.1,51.2,0.56,8.998300000000002,0.12,194.0,0.28,0
8.0,1.26,0.005,361.6,0.5,0.5,0.17,0.04,1.0,0.9,0.002,0.177,0.007,70.0,181.3,6.5,1.0,5.9,19.0,68.0,0.89,12.9,0.153,252.0,0.28,0
8.1,0.41,0.005,428.0,6.565,2.0,0.079,0.05,2.0,0.5,0.005,0.079,0.005,82.5,149.0,1.0,0.5,2.1,17.8,63.2,0.33,10.49,0.1,231.0,0.33,0
8.3,1.02,0.002,269.5,5.5,1.1,0.093,0.02,1.0,0.9,0.002,0.093,0.002,34.9,128.5,1.6,0.5,2.2,13.2,44.8,0.41,10.4,0.06,173.0,0.09,0
8.2,0.71,0.003,359.8,1.125,2.0,0.127,0.05,2.0,0.7,0.001,0.127,0.005,55.1,134.0,1.7,0.4,1.9,13.7,49.0,0.34,13.15,0.1,179.0,0.14,0
8.308999999999992,6.39,0.006120000000000004,353.264,12.980189999999995,8.1,0.054979999999999966,0.053799999999999966,4.9,1.4,0.0020500000000000015,0.05500999999999997,0.004510000000000004,46.439000000000014,155.26399999999998,7.977999999999995,1.0199,6.620000000000008,15.674,53.522000000000006,1.1168,9.340499999999997,0.19687000000000004,194.62,0.24100000000000005,1
8.3,3.59,0.006,407.9,4.3,12.5,0.085,0.02,2.1,0.8,0.002,0.085,0.002,69.7,141.1,1.8,0.6,2.5,15.9,58.7,0.41,11.4,0.06,207.0,0.25,0
8.5,4.77,0.017,586.0,13.4,6.4,0.024,0.25,13.6,6.1,0.003,0.024,0.003,23.0,262.2,33.0,3.2,31.4,24.1,67.1,4.65,9.15,0.36,256.0,0.15,1
8.4,21.4,0.062,994.0,16.8,41.3,0.829,0.05,21.8,7.6,0.022,0.829,0.003,150.0,317.0,63.0,5.0,73.0,46.0,67.0,9.71,8.84,0.765,375.0,0.19,1
8.3,0.86,0.004,566.2,1.9,0.5,0.04,0.05,4.3,2.5,0.002,0.04,0.003,21.0,214.3,4.2,1.6,10.3,16.9,63.5,1.62,13.57,0.2,222.0,0.1,1
8.4,8.0,0.44,1161.0,19.7,9.2,0.27,0.05,80.0,19.7,0.429,0.273,0.005,111.0,398.0,94.9,11.0,130.0,52.2,55.9,17.6,6.23,1.8,348.0,0.23,1
8.0,13.3,0.075,412.8,0.5,12.4,1.098,0.05,6.7,2.3,0.018,1.111,0.013,60.0,134.4,50.0,2.2,34.6,15.5,49.7,6.06,11.88,0.51,191.0,0.15,1
7.9,0.74,0.004,534.0,0.6,0.5,0.13,0.04,4.5,3.4,0.002,0.13,0.002,50.7,236.6,10.0,0.7,5.3,6.4,24.3,1.35,15.6,0.277,271.0,0.06,0
8.4,1.41,0.003,298.0,10.7,0.5,0.107,0.04,1.0,1.1,0.002,0.119,0.012,31.1,133.765,2.4,0.5,3.0,13.2,45.2,0.56,9.6,0.14729000000000003,167.97,0.12,0
8.4,0.22,0.003,337.0,1.4,0.5,0.226,0.04,1.0,1.2,0.003,0.226,0.0044,25.0,155.9,0.9,0.6,2.9,14.8,51.0,0.51,13.8,0.139,185.0,0.11,0
8.2,1.3,0.006,563.0,1.799,4.0,0.241,0.05,2.3,1.2,0.001,0.241,0.005,80.5,182.0,28.2,1.0,17.7,23.0,66.9,2.64,11.99,0.12,262.0,0.24,1
8.1,2.0,0.005,424.4,0.045,3.6,0.144,0.05,2.0,0.6,0.002,0.144,0.005,86.3,144.0,1.5,0.5,2.2,16.5,60.0,0.35,12.28,0.1,218.0,0.33,0
8.3,1.2,0.002,355.5,13.3,2.4,0.073,0.05,2.0,1.0,0.001,0.076,0.005,54.3,140.0,0.8,0.5,1.8,14.6,51.8,0.31,9.66,0.1,189.0,0.26,1
8.3,6.38,0.031,1610.0,-0.1,6.0,1.849,0.1,7.5,6.2,0.01,1.869,0.02,280.0,369.5,180.0,6.1,177.9,59.2,96.2,20.2,13.42,0.6,489.0,0.24,1
8.2,1.5,0.009,395.4,0.4,2.0,0.268,0.05,2.9,0.8,0.006,0.27,0.005,54.1,142.0,34.6,0.9,23.4,17.2,53.4,3.93,12.86,0.1,204.0,0.15,1
8.143000000000008,355.5,0.4720600000000001,260.049,5.294140000000001,412.3470000000001,0.09125999999999998,0.07019999999999993,42.5,11.832000000000004,0.03100000000000001,0.09381,0.006510000000000003,24.807999999999993,150.02699999999993,23.972,4.003999999999999,23.276999999999997,11.340999999999998,37.521000000000015,4.2587,11.005000000000006,1.123620000000001,145.65,0.12694000000000005,1
8.3,2.09,0.009,419.7,2.8,3.2,0.012,0.02,3.0,1.3,0.002,0.012,0.002,62.86999999999999,159.65800000000004,10.495,1.0708999999999997,7.750000000000003,17.588000000000005,59.351000000000006,1.2454999999999996,10.6,0.16096999999999997,221.94,0.27719999999999995,0
8.3,0.9,0.003,471.5,0.9,0.5,0.008,0.04,3.8,3.0,0.002,0.008,0.002,28.1,241.3,4.5,1.7,11.0,20.3,59.1,1.75,13.5,0.18,263.0,0.1,1
8.3,1.3,0.006,330.9,16.1,2.5,0.009,0.02,1.0,1.7,0.004,0.009,0.002,53.279,154.41000000000003,20.730999999999998,1.2990000000000004,14.055000000000007,17.731000000000005,55.25099999999998,2.3514999999999997,8.6,0.17411,205.57,0.2542,1
8.3,1.19,0.002,313.0,7.9,0.5,0.156,0.04,2.9,1.6,0.002,0.156,0.002,22.6,160.5,0.8,0.8,3.7,12.6,49.7,0.66,10.7,0.088,185.0,0.12,0
8.0,9.3,0.017,186.7,2.097,5.4,0.006,0.05,48.9,10.5,0.017,0.007,0.005,10.0,90.2,0.3,0.4,1.8,6.5,27.0,0.45,11.56,0.32,94.4,0.12,0
8.1,1.41,0.004,450.0,3.2,3.9,0.10273999999999991,0.050899999999999945,2.2,1.0,0.004,0.10329999999999989,0.004902000000000004,73.85600000000001,150.025,30.722,1.124,21.291000000000007,18.419000000000008,56.974000000000025,3.455399999999998,12.042800000000009,0.14391999999999994,217.08,0.2797000000000001,0
8.2,8.97,0.043,362.6,16.0,6.4,1.085,0.05,8.9,10.1,0.014,1.116,0.031,50.0,120.6,18.0,2.0,15.7,15.3,41.6,2.94,8.16,0.48,158.0,0.13,1
8.3,0.17,0.002,357.5,0.915,2.0,0.323,0.05,2.0,0.5,0.001,0.323,0.005,39.9,154.0,0.4,0.5,2.5,13.4,49.8,0.44,12.11,0.1,179.0,0.12,0
8.3,2.66,0.018,481.0,3.2,4.5,0.123,0.02,1.0,0.9,0.005,0.123,0.005,70.5,170.3,4.3,0.9,4.2,17.8,63.1,0.66,11.750900000000001,0.14,241.0,0.35,0
8.3,2.33,0.006,615.2,15.5,3.8,0.465,0.04,10.2,4.9,0.002,0.465,0.002,33.6,267.3,27.6,3.4,29.6,27.8,66.6,4.31,9.1,0.299,285.0,0.16,1
7.9,13.025000000000004,0.55,794.0,20.0,11.0,0.3,0.5,82.81,17.81300000000001,0.37629999999999997,0.30123000000000033,0.07706800000000003,103.3,283.0,20.5,9.7,99.6,23.9,39.6,17.7,7.612599999999997,2.471560000000001,216.57,0.1986000000000001,1
8.3,5.14,0.013,358.2,5.0,8.1,0.096,0.02,12.7,3.6,0.004,0.096,0.002,23.643999999999995,192.79999999999995,18.19599999999999,2.754999999999999,19.415999999999993,16.756000000000007,55.23499999999999,3.2275,11.7,0.25825,201.67,0.10939999999999998,0
8.3,3.04,0.004,414.1,0.4,5.5,0.106,0.02,1.0,0.7,0.002,0.106,0.002,70.17899999999999,154.59200000000007,30.888000000000005,1.2380000000000004,18.887999999999995,18.223,59.73,3.0258000000000003,12.8,0.12289999999999997,226.03,0.2686,0
7.6,18.326399999999996,0.27,2440.0,0.0,20.0,0.4004299999999996,1.71,42.563,14.836999999999994,0.2008000000000001,0.4012999999999993,0.11097000000000007,533.4,937.1,182.0,14.1,375.2,100.1,150.2,33.5,4.711000000000004,4.06,568.35,0.5371000000000002,0
8.3,1.2,0.005,397.1,12.7,2.4,0.079,0.05,2.0,1.2,0.003,0.082,0.005,56.5,156.0,2.0,0.7,2.6,15.8,59.8,0.42,10.92,0.1,206.0,0.27,0
8.1,4.06,0.017,308.6,3.1,2.3,0.06,0.02,18.1,7.7,0.004,0.06,0.002,13.8,173.27200000000005,3.1,0.9,5.8,13.8,53.8,1.0,10.9,0.31264999999999993,184.88,0.1,0
8.2,2.41,0.012,451.1,3.1,5.6,0.076,0.04,3.1,1.9,0.002,0.076,0.002,63.0,172.3,6.0,1.1,6.0,19.8,62.0,0.94,12.5,0.076,241.0,0.25,0
8.5,1.51,0.009,243.5,16.5,2.2,0.07,0.02,1.0,0.8,0.003,0.077,0.007,53.986,162.32600000000002,12.036,0.9699999999999998,7.6149999999999975,17.415999999999997,57.175999999999966,1.2660999999999996,7.9,0.19953999999999997,219.28,0.29719999999999996,1
8.3,27.0,0.159,1203.0,18.3,36.6,0.526,0.2,22.0,10.7,0.067,0.556,0.03,200.0,189.0,172.0,5.6,151.0,32.3,50.1,23.5,6.46,0.86,258.0,0.19,1
8.5,2.08,0.008,366.0,19.4,2.6,0.01,0.02,2.4,2.1,0.002,0.01,0.005,39.3,154.0,0.3,0.8,3.2,14.5,49.6,0.57,8.439300000000001,0.14,200.0,0.29,1
8.1,1.92,0.003,410.0,0.0,2.5779999999999985,0.0821999999999999,0.05879999999999994,3.0,0.6,0.003,0.08351999999999998,0.004852000000000004,74.70299999999999,152.161,25.893,1.1419999999999992,18.420999999999996,18.674000000000007,59.095,2.9904000000000006,13.256000000000006,0.16720999999999994,223.58,0.2721,0
8.3,2.9,0.008,323.9,8.2,4.6,0.098,0.05,2.4,1.0,0.002,0.098,0.005,44.7,126.0,2.3,0.5,2.3,12.5,42.2,0.43,10.92,0.21,157.0,0.14,0
8.328999999999997,6.87,0.017979999999999996,451.2710000000001,5.650169999999998,7.566999999999996,0.05300999999999996,0.08349999999999995,24.1,4.8,0.006620000000000004,0.053059999999999954,0.0034560000000000025,16.581000000000003,213.70100000000002,14.823999999999998,2.8029999999999977,20.92299999999999,18.051999999999992,58.52499999999999,3.4147,11.542299999999996,0.33362999999999987,223.96,0.11669999999999993,1
8.3,0.4,0.002,387.2,9.9,0.5,0.07,0.04,1.0,0.7,0.007,0.07,0.002,65.6,142.7,1.0,0.5,1.7,16.3,57.4,0.28,10.0,0.13,219.0,0.29,0
8.1,3.26,0.009,478.2,3.4,5.0,0.141,0.02,3.5,1.2,0.002,0.141,0.002,69.85599999999995,161.8819999999999,27.449999999999992,1.3710000000000004,21.554000000000006,18.84000000000001,59.465,3.4257999999999997,12.2,0.13632999999999998,227.91,0.2626999999999999,0
8.4,1.3,0.004,306.81,13.163660000000009,2.023,0.088,0.05,2.0,0.7,0.002,0.09,0.005,38.0,124.0,2.4,0.5,2.9,14.4,41.3,0.54,9.3836,0.1,161.0,0.12,0
8.4,0.75,0.003,316.2,0.9,0.5,0.164,0.02,1.0,0.8,0.003,0.164,0.002,69.531,153.96200000000002,27.72600000000001,1.2540000000000002,20.085000000000004,18.238,58.594000000000015,3.1447000000000003,14.1,0.14464999999999997,227.39,0.27630000000000005,0
8.3,0.7,0.004,279.7,2.0,2.0,0.105,0.05,3.8,1.0,0.003,0.108,0.005,77.2,134.0,1.2,0.5,2.3,16.6,53.1,0.39,12.88,0.1,201.0,0.32,0
9.2,15.286199999999997,0.19,996.0,15.9,15.0,0.13957000000000003,0.8043999999999998,47.71899999999999,16.182000000000002,0.07926000000000001,0.17947999999999997,0.11208999999999991,161.0,253.6,57.3,6.5,142.0,29.7,25.1,27.1,8.687500000000005,2.05,243.56,0.2140000000000002,1
8.29699999999999,1.6,0.0030400000000000023,398.03,7.079410000000007,2.5329999999999995,0.05700000000000008,0.019999999999999973,1.243,0.938,0.0024700000000000017,0.05700000000000009,0.0020100000000000014,61.744999999999976,161.68800000000002,15.851,1.114,11.405,17.971999999999998,59.49600000000002,1.8341000000000003,10.3023,0.15710000000000002,224.27,0.2698,0
8.2,0.17,0.007,355.5,1.913,2.0,0.291,0.05,2.0,0.5,0.006,0.291,0.005,40.9,149.0,0.4,0.6,2.2,14.5,47.5,0.4,11.6,0.1,178.0,0.13,0
8.3,45.4,0.036,325.0,14.3,38.0,0.076,0.02,15.6,3.5,0.005,0.076,0.005,28.1,153.7,2.6,2.2,4.7,14.6,38.5,0.91,9.3224,0.38,162.0,0.2,1
8.1,17.0,0.024,367.8,7.094,59.3,0.114,0.05,14.0,4.6,0.014,0.114,0.005,53.7,136.0,4.7,0.8,4.6,14.6,52.2,0.8,10.76,0.25,190.0,0.24,0
8.4,0.82,0.003,301.9,11.1,2.0,0.028,0.04,5.8,1.6,0.001,0.028,0.0044,16.9,145.8,0.6,0.5,2.0,11.4,48.0,0.37,9.2,0.07,166.0,0.2,1
8.2,9.8,0.026,328.9,7.0,60.6,0.09,0.1,5.4,2.0,0.003,0.09,0.003,58.0,141.7,3.7,0.9,3.9,15.0,54.0,0.66,11.2,0.105,194.0,0.25,0
8.360999999999988,1.8,0.002710000000000002,377.1449999999999,10.595700000000004,2.421000000000001,0.05499999999999997,0.019999999999999973,1.028,0.9490000000000002,0.0021200000000000017,0.05499999999999997,0.0020000000000000013,58.49800000000001,162.289,11.039999999999996,1.0808999999999997,8.134000000000004,17.403,57.83300000000001,1.321699999999999,9.377899999999997,0.1454200000000001,221.6,0.2674000000000001,0
8.2,3.63,0.007,461.2,5.9,5.2,0.114,0.04,1.0,1.2,0.002,0.114,0.002,67.7,160.5,3.9,0.9,4.4,17.7,64.3,0.69,10.6,0.29,233.0,0.25,0
8.2,8.21,0.038,381.2,1.6,9.5,0.107,0.05,31.1,8.195999999999996,0.015,0.107,0.002,19.997999999999994,201.7419999999999,22.179000000000006,3.3730000000000007,21.21500000000001,16.459999999999994,58.36200000000001,3.498,10.5,0.4475000000000001,212.04,0.11539999999999992,1
8.3,4.9,0.031,425.6,16.387,6.2,0.643,0.06,10.9,3.0,0.017,0.67,0.028,50.0,152.0,15.6,1.5,12.5,17.2,49.7,2.17,9.4,0.23,195.0,0.17,1
8.4,3.69,0.023,336.2,14.8,11.4,0.662,0.06,4.1,1.6,0.008,0.662,0.0044,39.6,124.9,8.2,1.3,7.9,14.8,42.4,1.48,10.3,0.283,160.0,0.11,1
8.317499999999992,3.57,0.004220000000000002,382.9165999999998,10.564650000000004,5.508000000000001,0.050990000000000084,0.021000000000000005,3.2880000000000007,1.3429999999999997,0.0018100000000000013,0.05100000000000009,0.0027580000000000018,57.891999999999996,161.421,7.297000000000001,1.0516999999999996,6.389999999999999,16.979999999999997,58.90699999999999,1.0311000000000003,9.686999999999994,0.13167999999999996,219.73,0.2723,1
8.225000000000007,4.557000000000001,0.009010000000000008,390.751,6.6,7.862000000000004,0.05301999999999996,0.05869999999999991,5.706000000000001,2.0090000000000003,0.0032600000000000025,0.053059999999999954,0.0049800000000000035,63.60499999999996,139.90399999999997,9.847999999999999,0.9237000000000003,7.085000000000004,15.725999999999994,54.34199999999999,1.2078999999999995,10.740999999999996,0.1983800000000002,202.87,0.26570000000000027,0
8.2,12.9,0.022,292.5,6.8,2.8,0.011,0.04,39.9,8.4,0.008,0.011,0.002,11.0,145.4,1.3,0.8,4.3,12.0,45.0,0.81,11.0,0.342,153.0,0.12,1
8.1,0.31,0.002,463.0,0.1,1.0,0.154,0.02,1.0,0.4,0.002,0.154,0.002,76.97499999999997,175.308,26.49700000000001,1.2789999999999997,18.858999999999998,19.839,66.74300000000001,2.8742999999999985,11.9,0.16990000000000005,253.17,0.2672,0
8.4,10.262899999999997,0.03,515.0,16.7,13.0,0.6,0.9,23.919000000000004,7.990999999999994,0.012969999999999997,0.5999800000000006,0.08420000000000007,16.9,264.0,7.4,2.6,19.3,20.1,68.3,2.9,9.017500000000004,0.8487600000000001,260.04,0.13295,1
8.5,0.9,0.004,237.5,14.0,1.1,0.007,0.02,5.4,2.9,0.003,0.007,0.002,16.38699999999999,176.34199999999998,4.6259999999999994,1.412,9.059999999999999,12.622000000000005,51.440999999999995,1.578500000000001,8.9,0.21041000000000004,186.29,0.09010000000000003,1
8.3,4.1,0.008,280.7,12.297,7.3,0.096,0.05,3.2,1.1,0.002,0.096,0.005,36.7,111.0,1.2,0.4,1.5,12.6,39.6,0.3,9.53,0.1,151.0,0.09,0
8.4,5.87,0.011,323.4,7.1,3.8,0.126,0.1,6.4,1.9,0.003,0.126,0.003,37.1,145.6,5.3,1.0,5.2,13.9,47.4,0.94,12.0,0.166,180.0,0.12,0
8.3,2.29,0.006,721.0,16.7,4.1,0.531,0.04,11.4,5.4,0.002,0.531,0.002,55.1,259.9,52.0,4.4,42.6,32.9,66.7,6.04,7.3,0.34,304.0,0.19,1
8.2,7.93,0.016,192.5,3.3,13.9,0.021,0.04,37.6,7.7,0.008,0.021,0.002,8.7,95.1,0.4,0.5,1.5,5.0,32.4,0.35,12.1,0.364,106.0,0.1,0
8.3,0.86,0.002,275.2,1.1,0.5,0.132,0.02,2.3,0.9,0.002,0.132,0.002,38.8,131.987,2.2,0.5,2.5,13.2,44.6,0.47,12.9,0.08930999999999994,171.55,0.13,0
8.3,42.0,0.028,290.3790000000001,10.01555,40.0,0.105,0.05,10.5,3.1,0.002,0.105,0.005,34.6,124.0,1.6,0.6,2.5,12.3,39.4,0.49,10.384899999999993,0.23,149.0,0.1,1
8.1,5.26,0.010830000000000008,407.0,2.37081,8.407999999999998,0.0667700000000001,0.05289999999999994,3.115000000000001,1.2039999999999993,0.0032500000000000025,0.06722000000000011,0.004884000000000004,71.579,144.7,10.001999999999997,0.8852999999999999,6.708000000000003,16.885999999999996,56.65100000000001,1.1093000000000002,12.017700000000005,0.14337999999999992,213.0,0.27480000000000004,0
8.4,23.2,0.106,1077.0,9.3,34.0,1.047,0.1,34.7,10.7,0.028,1.063,0.016,173.1,312.4,69.1,7.7,122.6,46.1,65.1,16.4,9.7,1.043,343.0,0.19,1
8.3,5.81,0.011,306.3,9.0,9.5,0.136,0.05,3.8,1.2,0.004,0.136,0.003,42.0,123.5,2.7,0.5,2.5,12.8,42.1,0.48,10.66,0.1,164.0,0.12,0
